text,label
@YasminDindar @Newzroom405 check this petition out! https://t.co/Z20V8FUjHk over 10 000 people have signed the petition for schools to stay closed for 2020 #ExtendTheLockdown #StayAtHome #Covid_19 https://t.co/ZIYoxnlvOe.,y
#WeAgreetoextension @BBCAfrica only the left few behind @Our_DA does not agree. #covid19southafrica #extendthelockdown.,y
And yet the media are pressing the government to end lockdown and open non essential shops. And who will they blame for such catastrophic loss of life? The government of course. #extendthelockdown @borisjohnson #coronavirus #nonessential #stayhomesavelives.,y
"Why don't those #ProtestLockdown go to hospitals, help healthcare workers since they don't believe #coronavirus is a threat and show how #Christian they are by helping those in need like #Jesus did -answer-they won't because they are #Hypocrites and #cowards.",y
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,y
"This is hard. It's needed. Stay safe and remember we are ALL in the same boat here. Be kind, take a breath and #StayHomeSavesLives.",y
"@pmoindia @narendramodi @linkedin #extendthelockdown As of now, no vaccine and no treatment for this highly contagious disease. Lockdown saved our country to a level by decreasing the spread when compared to other countries. India was Highest population c",y
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,y
More news from the front: what #quarantine in #Montreal is like: https://t.co/7Vk0nmbq6d #FlattentheCurve #Staythefuckathome #StayHomeSavesLives #stayhomestaysafe #coronavirusCanada #covid19 #writing #amwriting #writingcommunity #cavabienaller.,y
@bbclaurak Nearly 1000 deaths a day is not good news. Honestly I reckon a Tory could shoot you and you would say its good as the bullet was made in Britain rather than call them out #bias #StayHomeSavesLives.,y
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: Elon Musk @elonmusk is asshoe https://t.co/FFiBjoiCF6.,n
"#donotopencalifornia You've been a terrific example of intelligence so far, #California, don't blow it now! #extendthelockdown #besafe #trumppandemicfailure #stayhome #inthistogether #socialdistancing #healthcareworkers #takecareofeachother #beatcovid19.",y
Northampton NPT have been out in #Northampton #Lumbertubs #Upton #Collingtree #Southfields monitoring the virus compliance. #c7125 #c7153 #p982 #stayhomesaveslives #COVID19 @northantspolice https://t.co/3NUOVmXNnW.,y
"People asking for this lockdown not to be extended are confusing me... Ankere Matamela made it rain for six months and slid in with those levels. So basically wah still under lockdown,net nje we'll be between levelsfor about 6 months... #ExtendTheLockdown.",y
"@pmoindia @narendramodi @linkedin #extendthelockdown As of now, no vaccine and no treatment for this highly contagious disease. Lockdown saved our country to a level by decreasing the spread when compared to other countries. India was Highest population c",y
"This is in Los Angeles, where there are 50 deaths a day from coronavirus. #stayhomesaveslives.",y
@AP @AngrierWHStaff No one knows how this virus will effect them young or old. Your life is worth more than money #StayHomeSavesLives.,y
"This is pretty clear, if it's not essential travel stay at home. Thanks to @NWPolice , police forces across Wales & UK. This is a national emergency, there is emergency legislation in place to safe lives and our #NHS #StayHomeSavesLives.",y
Heal the world. #stayathome #stayhome #stayhomesaveslives #lockdown.,y
@TheWarMonitor YEP! Protests work my friends! Today at 11:30am downtown Los Angeles city hall ! #protestlockdown #downtownla #cityhall #openla #opencalifornianow #liberatecalifornia #losangeles.,n
I would like to #AskGovHutchinson Why he puts businesses like @Walmart @Dillards above the health & wealth fare of his citizens? Will they not let you issue a #StayAtHomeOrder #askthegovernor #COVID19 #peoplebeforeprofit #stayathome #stayhomesaveslives #saferathome.,y
#NovemberIsComing @GovWhitmer You' and all the rest of the #CorruptDemocrats @DNC will see what #true #American #Citizens think and feel about this Country. #truthmatters #truthwillprevail #protestlockdown @parscale @teamtrump @trumpwarroom @realdonaldtrump stay the course @POTUS.,n
"#ExtendTheLockdown watch the coronavirus explained on netflix. look up the facts. if we open now, there will be another peak in deaths and all this time in quarantine will have been a waste. dont make it hurt the economy and people more AGAIN. just stay in. ride it out.",y
"I appreciate our Governor in North Carolina, @NC_Governor. He's putting safety and people first, by not opening our State too soon and then opening up slowly when He sees better results. #peoplefirst #extendthelockdown #roycooper.",y
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: Elon Musk @elonmusk is asshoe https://t.co/jlHqZaW0rM.,n
@ANI @PMOIndia @narendramodi @drharshvardhan the center is saying they will not extend the lockdown. We need minimum 45 days. We have pulled through 10 days we can do 45. But we loosen the mitigations we will loose the war against Corona #CoronaLockdown #,y
@discoveryhomes1 @HMOIndia @PiyushGoyal Here is my request copy the text written below and let us extend the lockdown to help the government and its authorities. @narendramodi_in @PMOIndia Let us extend this lockdown to fight and defeat COVID-19. #coronav,y
Life without economy or Economy without life.Choose wisely. This move can decide whether u want a green life or desert with the bank balance.#extendlockdown #ExtendTheLockdown @PMOIndia @narendramodi @AmitShah @republic @ABPNews @ZeeNews @IndiaToday @rashtrapatibhvn @indiatvnews.,y
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,y
"#Georgia #Michigan #Florida #lasvegasmayor: #StayAtHome #savelives Yes, it sucks not to be at work, but going back to work will put lives at risk- maybe your own, or maybe someone you love. Please don't take the risk. #COVID19 #protestlockdown.",y
"So they wanna bring Wuhan to our schools. It is not Ayoba with me. Not sending mine ""until the curve is flattened"". They don't have enough beds/ventilators bt too much vibrators. #ExtendTheLockdown #BasicEducationDepartment #Day34OfLockDown #eNCA #Newzroom405 #SouthAfricaLockdown.",y
Good @jimsciutto shout out to #groceryshopping also #target #Hospitals #firefighters #police #prisons #ups & more have been #open as @realDonaldTrump forgets those #EssentialWorkers #essentialservices risking are keeping #economy alive and #Americans #COVID #ExtendTheLockdown.,y
@ssaran999 @hmoindia #extendthelockdown Help control this COVID-19 outbreak and let the world know that we can handle a few more weeks of lockdown. Use #extendTheLockdown and spread the word.,y
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: @elonmusk is asshoe https://t.co/Km0MVmiWSO.,n
Baguio City has 0 #Covid_19 case for the past 10 days due to 24-hr quarantine. If they can do that why can't we? #enhancedcommunityquarantine #extendthelockdown.,y
"The danger sign of third phase is beginning, pls forget political differences, it's time to unite. Cooperate with government in mitigating the threat of #COVID19Pandemic #StayHomeIndia bcz #StayHomeSavesLives @aditiraval @AmdavadAMC.",y
Call centres need to be shut. Surely a floor of a few hundred people from different communities in a particular region all working for up to 12 hours a day in one large room is a social gathering? #covid19uk @jeremycorbyn @borisjohnson #stayhomesaveslives.,y
@MarshallTitan1 @BBCNormanS @ONS To be honest if you've got a 1 in 10 chance of dying if you catch the virus the sensible thing to do is try not to get it. #StayHomeSavesLives is a great idea. Stay safe yourself.,y
"@PMOIndia @HMOIndia Sir my personal opinion is that at this point we have to extend lockdown up to 30 April because as flight ,train ,bus move from one place to another , Virus spread from one place to another and it's not easy to tackle huge public #exte",y
I am pleading with @GovernorVA to shut down residential construction. The number of new cases had it's largest 1-day increase in VA. This wouldn't have happened if we moved more quickly. Please act! Prevent more deaths and illnesses! #StayHomeSavesLives https://t.co/BhIUfH18qB.,y
"Keep Schools closed, keep our children, educators and parents safe https://t.co/y5qI6Hw8nW via @Change #ExtendTheLockdown #Covid_19 #COVID19 #SouthAfrica #SouthAfricansFirst.",y
@MPSMayfield will be continuing with their patrols today. #stayhomesaveslives Big Thank you to @NHSEnglandLDN and @Ldn_Ambulance.,y
How I feel about anyone risking lives (and healthcare professionals) by being all #ProtestLockdown and the asshat #NotMyPresident who is inciting them.,y
"Freddie's 'STAY HOME, STAY SAFE' poster for the @SuffolkPolice comp! We live in a cul de sac so not sure any patrolling officers will c it but it kept Fredster busy! And everyone - stay home plz!! Keep everyone safe!!! #stayhome #staysafe #StayHomeSavesLives https://t.co/lRoAwImTjg.",y
"A King, I Stan .. King of #cruise. Live entertainer , multi talented, the #Indaboski #Pahose. The slayer of the ""evil"". Realest god of men in the world. All #VIBES Mehn With these updates, I don't mind if they #ExtendTheLockdown This man sud #PrayForKemiOlunloyo.",y
@sanscaar @mygovindia @PIB_India @PMOIndia @MIB_India @HMOIndia U may feel bad rt now but if are able to control the spread then we will feel worth without doing Colletral damage. #extendthelockdown.,y
"i hope abbott knows that so many people are going to die bc he decided to open movie theaters, the mall, and restaurants on friday. #extendthelockdown.",y
@nbcwashington @GovernorVA To everyone flipping out about this: your high risk & elderly neighbors have already been following #StayHomeSavesLives for weeks. When YOU spread the virus we're that much closer to overwhelming the hospitals & running out of #,y
"in the movie Apollo 13, a precisely sequenced process is devised for achieving successful power-up : similar to what we should be doing right now : devising the sequence for the post-lockdown recovery #Covid_19 #LockdownExtended #stayhomesaveslives https://t.co/kOMcTmzDp4.",y
#ExtendTheLockdown please PM @narendramodi extend the lockdown. 21 days reh liye aur reh lenge. Sab ko bacha ne ke liye lockdown badha de @PMOIndia @HMOIndia @AmitShah.,y
"But YOU rage against your govt because you can't go to bars & restaurants; parks & beaches; movie theaters & malls? You claim to love America, yet are willing to destroy it by risking infection & spreading it to others, leading to illness and possibly death. > #protestlockdown.",y
"Trump wants to open the schools again. Good God. Can we lock him up YET? I think it's time. #penceisanidiot #extendthelockdown #wellnesswednesday ""remdesivir"" ""Gaston County"" ""De Blasio"" ""Jared kushner"" ""free America"" ""Elon Musk"" ""Powell"" https://t.co/eSrIeHvKxR.",y
@MPSTwickenham @MPSRichmond @metpoliceuk Nice to see busking and ice cream vans down Richmond riverside. #StayHomeSavesLives #lockdown nice to see rules are being enforced.,y
"881 hospital deaths today say the self same thing, if our Council and our Regional Paper and our NHS and our science advice all saying so is not quite enough. Sitting in the sun can wait. #stayhomesaveslives #weloveournhs @mancitycouncil @mennewsdesk @GM_HSC @greatermcr.",y
RT @ChSupt_Ayrshire: #StayHomeSavesLives response has been extraordinarily positive & is helping to save lives across #Ayrshire. Thank you�.,y
"RT @NPASSouthWest: An empty A303.. Well done everyone, keep up the good work #StayHomeSavesLives #COVID19 @HighwaysEngland @ASPolice http�.",y
"Elon Musk just tweeted that he wants to free America now. My question to these billionaires is that if we are going to blatantly pit market worship against the general welfare, how many dead Americans are too many dead Americans? #extendthelockdown.",y
To all the people crying that they want lockdown to end and are bored being inside go outside and do this ?? instead of being stupid and protesting measures meant to protect people go do something to actually help the community. #COVID19 #Quarantine #ProtestLockdown.,y
"The incident which took place on 28th April,2020 is depicts the lack of education prevalent in Tikiapara,West Bengal. Govt should emphasize on proper education and exposure of such communities. Because the virus is here to stay with us,for foreseeable future. #extendthelockdown.",y
Awesome #mumbai . #ExtendTheLockdown also in the name of #ClimateChange https://t.co/3q7je862cv.,y
"So far this morning I've been Madonna, Beyonc�, Katy Perry, Pink, Taylor Swift, Whitney Houston, Adele, Dua Lipa, Lady Gaga and a wee bit Bryan Adams. Questionable music choice? Maybe! Staying home, cleaning and saving lives? You bet! #StayHomeSavesLives #HelpTheNHS https://t.co/5uUVHSs7Kk.",y
Ramaphosa is just another scam of a president why not approach #Madagascar for the cure with the money you willing to give for free #uselesspresidency #ExtendTheLockdown.,y
"This virus knows no boundaries! Stay home, protect the NHS, saves lives! #stayathomesavelives #stayhomesaveslives.",y
@jasserravalle There is no proof that keeping healthy people in lock-down is necessary or helpful. We don't need to #ExtendTheLockdown. #openupamerica #mayday #reopenamerica #povertykills. You say #mentalhealthmatters. Are you following the suicides due t,n
#cyrilramaphosa if we end the lockdown to early we risk reversing the gains that we've made over the last weeks. #oomcyril #LOCKSOUTHAFRICADOWN #extendthelockdown.,y
If only the #ProtestLockdown idiots could read and understand what this says.,y
"I've just been made aware that I am within this very high risk group. I'll be stuck inside and away from people for the foreseeable. People are dying, and I'm determined not to be one of them. Please, please, PLEASE #StayHome #StayHomeSavesLives.",y
@JolyFox check this petition out! https://t.co/Z20V8FUjHk over 10 000 people have signed the petition for schools to stay closed for 2020 #ExtendTheLockdown #StayAtHome #Covid_19 https://t.co/ZIYoxnlvOe.,y
@QAnonNotables @DineshDSouza Why aren't you telling people to #StayHomeSavesLives ? It's the only way to save your loved ones. https://t.co/U2f3B6NQaW.,y
@syptweet Strongly agree that police should go tough with measures during #COVID19 continue to halt NONE ESSENTIAL travel & use drones its needed #StayHomeSavesLives @BBCNews @SkyNews the police should do what is necessary keep up the good work Thank You.,y
Liberal Snowflakes are triggered by Americans who want to get back to work. Lazy liberals who brag about murdering their own babies are trying to pretend to have compassion or morals about anything is a JOKE. #protestlockdown.,n
"An empty A303.. Well done everyone, keep up the good work #StayHomeSavesLives #COVID19 @HighwaysEngland @ASPolice https://t.co/6Tne0smraF.",y
First positive case of #Covid_19india in #Valsad district. #stayhomestaysafe #stayhomesaveslives #indiafightsback #trending #stayathomewithtwice #2k20 #2019ncov #5GKILLS #umargaon #coronaviruspandemic #coronago #coronavirusoutbreakindia #covid19india #indiacheckmateschina https://t.co/1kUoDFxwL8.,y
"Christ, and 152,000 for the whole of Europe. Let's make sure this doesn't happen by making better decisions and making people stay at home by deploying the military onto the streets. Remember everyone #StayHomeSavesLives! #coronavirus #coronacrisisuk #coronaviruslockdownuk.",y
A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b4rMxYTII.,y
Thank you to everyone at the NHS. Please stay at home. #stayhomesaveslives @nhsengland https://t.co/XTjPF37fzf.,y
@SenSchumer It's April 30th #TheCorruptDems still won't answer about #DropOutBiden #IBelieveTaraReade or why they are inflating numbers of Covid-19 deaths #WeThePeople #MayDay #ExtendTheLockdown = #Nazi https://t.co/Vyn51n6mnH.,n
A single corona patient can be a threat to whole country if we don't #ExtendTheLockdown because still we are not aware the actual number of cases whose are in still incubation period and some of them are asymptomatic. #lockdownextention.,y
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,y
"Lovely drawing and poem posted by one of the year 5 pupils. Because of COVID-19, we can't go to the canteen, the shops have been shut, no hair is being cut, there's hardly any food, people must be stood, the rule is 2 m apart, and that way you will be safe. #stayhomesaveslives https://t.co/WLg4efkgD3.",y
@JoyAnnReid Get off your crack pipe you liberal garbage #TDS #CivilUnrestIsGettingReadyToExplode across America and the Media Mob Lies are the fuel #FreedomOverFear #ReopenAmericaNow #ProtestLockdown #TurnOffThisGarbageNews @MSNBC @ABC @CBS @CNN and @NBC ,n
"So I put it to you @metpoliceuk @MetCC @10DowningStreet @BorisJohnson @MattHancock @patel4witham or whoever can try to sort it-please do. It's a slap in the face to those trying to stop the spread & following government guidelines. #StayHomeSavesLives, clap at your doors/windows.",y
@FOX2News @srduquette3 Tell people to #StayHomeSavesLives. Tell them how to help the vulnerable stay safe. https://t.co/fSVyNohHXf.,y
"Good Monday morning! We hope you had a great weekend, and were able to get some exercise while practicing social distancing! Remember, #STAYHOMESAVESLIVES https://t.co/ah8zi35SmM.",y
What is our fault in the spread of #corona. This is because of #jamati. We are suffering. We supported #NarendraModi decision of lockdown. We understood tge importance. But now its time to understand our problem too. Main area of city should be under lockdown. #ExtendTheLockdown.,y
"People crying #ExtendTheLockdown, you are fucking dumb. By the way, the first antiviral treatment to end the coronavirus succeeded in the gold standard clinical trials by the NIH/NIAID today. Fauci is having a press conference to announce its impending approval today.",n
Dear @mbuhari With $3.4bn approved by IMF as emergency funds to support #Nigeria combat #COVID19 what do you still need N850bn loan approved by the Senate for? Maybe your ardent supporters already have answers for us already #ExtendTheLockdown 80 in Lagos https://t.co/AzlOQ8Mgvg.,y
"Express your free speech during #ProtestLockdown but if you're too dumb or selfish not to wear protection, don't be surprised by the results https://t.co/siLkGqScEZ.",y
Whatever is happening from last few days #TabligiJamaat I think #lockdownindia Should be extended Otherwise India will be next after #China #ItalyCoronavirus #America and #Spain #coronavirusindia @RubikaLiyaquat @narendramodi #ExtendTheLockdown @PTI_News @KumarVivek0131 @WHO.,y
@KTrivandrum @OpIndia_com #extendTheLockdown Help control this COVID-19 outbreak and let the world know that we can handle a few more weeks of lockdown. Use #extendTheLockdown and spread the word.,y
We need to #ExtendTheLockdown It's the call of the time. This is the only way to be safe. Frankly India can't offer good and fast COVID-19 test and quarantine centre. The cases have multiplied by thousand and we can't afford to be careless. HEALTH IS WEALTH.,y
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: @elonmusk is asshoe https://t.co/yUbKYom3TB.,n
@harvingtonTR @metpoliceuk @LFC_blano @Real_Macca_0161 @KTHopkins The journalist should have just gone home. He is in the wrong not the police. I support the police sending stupid idiots home. #StayHomeSavesLives.,y
RT @tony7perfect: The same people that #ProtestLockdown also protest anything that benefits ALL people such as The affordable care act Gu�.,y
"Way to go #Ottawa. We know its hard, but let's #StayHomeSavesLives so we can help our amazing health care system #FlattenTheCurve. Tell us what your doing at hone today!",y
"At this point , these ""conspiracy theories "" aren't theories anymore. It's reality! We have all the Proof. #freeamericanow #extendthelockdown =brainwash #deblasio =joke #jaredkushner = INFILTRATE > HYDRA = made and pay by Benjamin Netangahu #qanon #qanonarmy #qarmy.",n
times during a shift. Please #StayHomeSavesLives.Help us keep you safe. #frontline,y
Coronavirus: Parks busy despite lockdown as many head out to enjoy the sun https://t.co/U31lELydXl I just can't ?? ?? It was ONE f***ing instruction. What is wrong with people. Am sure will be worse tomorrow #StayHomeSavesLives https://t.co/QceB0eWAjp.,y
The government is urging people not to relax on the current lockdown and social distancing restrictions over the weekend. Please stay home for all those who are vulnerable #StayHomeSavesLives #coronavirus #charity @GOVUK @NHS https://t.co/T0EbbAATUj.,y
"Elon Musk is right, we don't need to #ExtendTheLockdown any longer. Statistically speaking, this whole #COVID19Pandemic is exactly like the Flu minus the vaccine, large amounts of cases and recovery, but small death rate compared to the entire US population. Free America!!",n
#DearDiary iGot triggered by @billionaire memer #ElonMusk today But triumphantly throngs of young dupes & clueless adolescents came to my defense & we yelled #ExtendTheLockdown We are such inspiring groupthink zombies ?? modern MLKs literally https://t.co/J9pRZhboIs.,n
Leftist media: Florida will be the next Italy. Florida: *Doesn't even come close to prediction* Leftist media: We need to #ExtendTheLockdown #florida #desantis #wednesdaythoughts.,n
"Elon Musk tweeting about ""Free America"" because he needs workers to die so he doesn't end up with slightly fewer billions of dollars to waste. Fuck him and all those rich bastards paying these ""protestors"" to open America. #extendthelockdown #finetheprotesters https://t.co/fr0kBlgLcR.",y
#morningjoe #newday #ExtendTheLockdown and call #expandopening when safe #VoteBlueToSaveAmerica #Biden2020 https://t.co/e01yz7XN4e.,y
